Lancet: A self-correcting Latency Measuring Tool.	Marios Kogias,Stephen Mallon,Edouard Bugnion	
R2P2: Making RPCs first-class datacenter citizens.	Marios Kogias,George Prekas,Adrien Ghosn,Jonas Fietz,Edouard Bugnion	
Everyone Loves File: File Storage Service (FSS) in Oracle Cloud Infrastructure.	Bradley C. Kuszmaul,Matteo Frigo,Justin Mazzola Paluska,Alexander (Sasha) Sandler	
Pre-Select Static Caching and Neighborhood Ordering for BFS-like Algorithms on Disk-based Graph Engines.	Eunjae Lee,Junghyun Kim,Keunhak Lim,Sam H. Noh,Jiwon Seo 0002	
Asynchronous I/O Stack: A Low-latency Kernel I/O Stack for Ultra-Low Latency SSDs.	Gyusun Lee,Seokha Shin,Wonsuk Song,Tae Jun Ham,Jae W. Lee,Jinkyu Jeong	
Accelerating Rule-matching Systems with Learned Rankers.	Zhao Lucis Li,Chieh-Jan Mike Liang,Wei Bai 0001,Qiming Zheng,Yongqiang Xiong,Guangzhong Sun	
ElasticBF: Elastic Bloom Filter with Hotness Awareness for Boosting Read Performance in Large Key-Value Stores.	Yongkun Li 0001,Chengjin Tian,Fan Guo,Cheng Li 0001,Yinlong Xu	
Cognitive SSD: A Deep Learning Engine for In-Storage Data Retrieval.	Shengwen Liang,Ying Wang 0001,Youyou Lu,Zhe Yang,Huawei Li 0001,Xiaowei Li 0001	
DistCache: Provable Load Balancing for Large-Scale Storage Systems with Distributed Caching.	Zaoxing Liu,Zhihao Bai,Zhenming Liu,Xiaozhou Li,Changhoon Kim,Vladimir Braverman,Xin Jin 0008,Ion Stoica	
SIMD-X: Programming and Processing of Graph Algorithms on GPUs.	Hang Liu 0001,H. Howie Huang	
E3: Energy-Efficient Microservices on SmartNIC-Accelerated Servers.	Ming Liu 0027,Simon Peter 0001,Arvind Krishnamurthy,Phitchaya Mangpo Phothilimthana	
Optimizing CNN Model Inference on CPUs.	Yizhi Liu,Yao Wang,Ruofei Yu,Mu Li 0003,Vin Sharma,Yida Wang	
NeuGraph: Parallel Deep Neural Network Computation on Large Graphs.	Lingxiao Ma,Zhi Yang 0001,Youshan Miao,Jilong Xue,Ming Wu 0007,Lidong Zhou,Yafei Dai	
SOPHIA: Online Reconfiguration of Clustered NoSQL Databases for Time-Varying Workloads.	Ashraf Mahgoub,Paul Wood,Alexander Medoff,Subrata Mitra,Folker Meyer,Somali Chaterji,Saurabh Bagchi	
PARTISAN: Scaling the Distributed Actor Runtime.	Christopher S. Meiklejohn,Heather Miller,Peter Alvaro	
Supporting Security Sensitive Tenants in a Bare-Metal Cloud.	Amin Mosayyebzadeh,Apoorve Mohan,Sahil Tikale,Mania Abdi,Nabil Schear,Trammell Hudson,Charles Munson,Larry Rudolph,Gene Cooperman,Peter Desnoyers,Orran Krieger	
LXDs: Towards Isolation of Kernel Subsystems.	Vikram Narayanan,Abhiram Balasubramanian,Charlie Jacobsen,Sarah Spall,Scotty Bauer,Michael Quigley,Aftab Hussain 0001,Abdullah Younis,Junjie Shen 0001,Moinak Bhattacharyya,Anton Burtsev	
CoSMIX: A Compiler-based System for Secure Memory Instrumentation and Execution in Enclaves.	Meni Orenbach,Yan Michalevsky,Christof Fetzer,Mark Silberstein	
IASO: A Fail-Slow Detection and Mitigation Framework for Distributed Storage Services.	Biswaranjan Panda,Deepthi Srinivasan,Huan Ke,Karan Gupta,Vinayak Khot,Haryadi S. Gunawi	
Zanzibar: Google&apos;s Consistent, Global Authorization System.	Ruoming Pang,Ramón Cáceres,Mike Burrows,Zhifeng Chen,Pratik Dave,Nathan Germer,Alexander Golynski,Kevin Graney,Nina Kang,Lea Kissner,Jeffrey L. Korn,Abhishek Parmar,Christopher D. Richards,Mengzhi Wang	
libmpk: Software Abstraction for Intel Memory Protection Keys (Intel MPK).	Soyeon Park,Sangho Lee 0001,Wen Xu 0002,Hyungon Moon,Taesoo Kim	
StreamBox-TZ: Secure Stream Analytics at the Edge with TrustZone.	Heejin Park,Shuang Zhai,Long Lu,Felix Xiaozhu Lin	
INSIDER: Designing In-Storage Computing System for Emerging High-Performance Drive.	Zhenyuan Ruan,Tong He,Jason Cong	
Transactuations: Where Transactions Meet the Physical World.	Aritra Sengupta,Tanakorn Leesatapornwongsa,Masoud Saeida Ardekani,Cesar A. Stuardo	
LegoOS: A Disseminated, Distributed OS for Hardware Resource Disaggregation.	Yizhou Shan,Yutong Huang,Yilun Chen,Yiying Zhang 0005	
Unleashing the Power of Learning: An Enhanced Learning-Based Approach for Dynamic Binary Translation.	Changheng Song,Wenwen Wang 0001,Pen-Chung Yew,Antonia Zhai,Weihua Zhang	
A Retargetable System-Level DBT Hypervisor.	Tom Spink,Harry Wagstaff,Björn Franke	
Unification of Temporary Storage in the NodeKernel Architecture.	Patrick Stuedi,Animesh Trivedi,Jonas Pfefferle,Ana Klimovic,Adrian Schüpbach,Bernard Metzler	
Mitigating Asymmetric Read and Write Costs in Cuckoo Hashing for Storage Systems.	Yuanyuan Sun,Yu Hua 0001,Zhangyu Chen,Yuncheng Guo	
Who&apos;s Afraid of Uncorrectable Bit Errors? Online Recovery of Flash Errors with Distributed Redundancy.	Amy Tai,Andrew Kryczka,Shobhit O. Kanaujia,Kyle Jamieson,Michael J. Freedman,Asaf Cidon	
MTS: Bringing Multi-Tenancy to Virtual Networking.	Kashyap Thimmaraju,Saad Hermak,Gábor Rétvári,Stefan Schmid 0001	
Darwin: A Genomics Co-processor Provides up to 15, 000X Acceleration on Long Read Assembly.	Yatish Turakhia,Gill Bejerano,William J. Dally	
LUMOS: Dependency-Driven Disk-based Graph Processing.	Keval Vora	
Dayu: Fast and Low-interference Data Recovery in Very-large Storage Systems.	Zhufan Wang,Guangyan Zhang,Yang Wang 0009,Qinglin Yang,Jiaji Zhu	
Pragh: Locality-preserving Graph Traversal with Split Live Migration.	Xiating Xie,Xingda Wei,Rong Chen 0001,Haibo Chen 0001	
Lessons and Actions: What We Learned from 10K SSD-Related Storage System Failures.	Erci Xu,Mai Zheng,Feng Qin,Yikang Xu,Jiesheng Wu	
Apache Nemo: A Framework for Building Distributed Dataflow Optimization Policies.	Youngseok Yang,Jeongyoon Eo,Geon-Woo Kim,Jooyeon Kim,Sanha Lee,Jangho Seo,Won Wook Song,Byung-Gon Chun	
SmartDedup: Optimizing Deduplication for Resource-constrained Devices.	Qirui Yang,Runyu Jin,Ming Zhao 0002	
Cross-dataset Time Series Anomaly Detection for Cloud Systems.	Xu Zhang,Qingwei Lin,Yong Xu,Si Qin,Hongyu Zhang 0002,Bo Qiao 0001,Yingnong Dang,Xinsheng Yang,Qian Cheng,Murali Chintalapati,Youjiang Wu,Ken Hsieh,Kaixin Sui,Xin Meng,Yaohai Xu,Wenchi Zhang,Furao Shen,Dongmei Zhang 0001	
Pangolin: A Fault-Tolerant Persistent Memory Programming Library.	Lu Zhang,Steven Swanson	
MArk: Exploiting Cloud Services for Cost-Effective, SLO-Aware Machine Learning Inference Serving.	Chengliang Zhang,Minchen Yu,Wei Wang 0030,Feng Yan 0001	
2019 USENIX Annual Technical Conference, USENIX ATC 2019, Renton, WA, USA, July 10-12, 2019	Dahlia Malkhi,Dan Tsafrir	
